Date,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT
2024-08-15,224.22650146484375,318.0072326660156,177.58999633789062,247.444580078125,176.41000366210938,341.5003662109375,261.66790771484375,47.51870346069336,142.1327667236328,88.39830017089844,491.20391845703125,353.7763366699219,195.36749267578125,191.1598663330078,155.3909149169922,207.90060424804688,67.17361450195312,270.0863037109375,125.19154357910156,110.70671081542969,419.34808349609375,81.30503845214844,122.8297348022461,164.89883422851562,354.3258361816406,213.71495056152344,572.9067993164062,265.84637451171875,38.12575912475586,72.61128234863281
2024-08-16,225.5535888671875,316.334228515625,177.05999755859375,249.63638305664062,179.99000549316406,339.3662109375,261.787353515625,48.429325103759766,142.5878143310547,88.90605163574219,496.3619079589844,355.73150634765625,196.47605895996094,190.9923095703125,155.6839599609375,210.2788543701172,67.69221496582031,273.64324951171875,125.083251953125,111.05843353271484,416.7983093261719,82.02448272705078,124.54930114746094,164.869384765625,352.97625732421875,213.85321044921875,570.9991455078125,266.42431640625,38.66850662231445,73.08692169189453
2024-08-19,225.39393615722656,322.760498046875,178.22000122070312,251.9570770263672,179.63999938964844,340.5221862792969,264.2468566894531,48.93849182128906,143.75286865234375,90.41934204101562,496.7752990722656,356.7238464355469,197.01055908203125,191.92864990234375,155.9183807373047,211.7333221435547,67.49652099609375,282.5456237792969,125.11278533935547,111.79119873046875,419.8460693359375,82.07374572753906,129.9679718017578,165.3898468017578,354.5698547363281,216.2033233642578,572.0864868164062,265.517578125,38.79228973388672,73.3555908203125
2024-08-20,226.0125732421875,323.3312683105469,178.8800048828125,250.99508666992188,172.10000610351562,339.1883544921875,260.721923828125,49.19307327270508,141.65771484375,89.34410858154297,489.5502624511719,360.8504333496094,198.0300750732422,193.20994567871094,156.43605041503906,210.81936645507812,67.88790893554688,280.6590576171875,125.72318267822266,112.49465942382812,423.10302734375,82.34969329833984,127.21864318847656,167.3440399169922,353.9125061035156,214.29754638671875,573.934814453125,267.08197021484375,38.89702606201172,74.17153930664062
2024-08-21,225.90280151367188,323.9217224121094,180.11000061035156,244.2709503173828,173.42999267578125,338.8623352050781,259.97515869140625,49.39869689941406,142.27452087402344,90.31978607177734,488.6840515136719,363.98468017578125,199.36630249023438,194.3729705810547,157.676513671875,210.89797973632812,68.07382202148438,284.6679992675781,127.2294921875,113.36421203613281,422.4456787109375,82.78330993652344,128.46835327148438,167.0985565185547,356.5319519042969,214.1988067626953,571.3845825195312,267.24139404296875,39.087467193603516,74.8680648803711
2024-08-22,224.03692626953125,319.3751220703125,176.1300048828125,245.71890258789062,172.75999450683594,338.2596130371094,257.48583984375,49.17348861694336,142.67591857910156,89.5233154296875,489.9538269042969,358.97381591796875,198.09934997558594,193.14096069335938,158.57513427734375,212.89297485351562,67.8389892578125,284.17669677734375,126.6092529296875,113.87226867675781,413.88995361328125,82.20186614990234,123.70951080322266,167.08872985839844,356.4721984863281,215.1270294189453,572.027099609375,266.9823303222656,38.916072845458984,75.20639038085938
2024-08-23,226.3418426513672,323.5772705078125,177.0399932861328,249.22975158691406,174.9600067138672,344.2371826171875,262.87274169921875,49.68265151977539,144.52630615234375,90.16049194335938,501.4410705566406,369.0249938964844,200.4154815673828,193.27894592285156,160.31373596191406,214.54397583007812,68.28909301757812,284.4812927246094,128.52906799316406,113.9211196899414,415.1250305175781,82.83259582519531,129.33811950683594,166.1263427734375,357.28887939453125,219.03733825683594,577.7501220703125,266.484130859375,39.23981857299805,75.32579040527344
2024-08-26,226.68109130859375,321.5893859863281,175.5,251.78848266601562,173.47999572753906,346.9542236328125,264.14727783203125,49.73161315917969,145.38787841796875,91.37510681152344,499.91534423828125,367.57086181640625,201.7715301513672,195.13189697265625,160.78257751464844,215.38914489746094,69.31651306152344,283.65594482421875,130.50872802734375,113.59870147705078,411.8382263183594,83.05925750732422,126.42884063720703,167.28512573242188,359.24102783203125,219.98529052734375,580.33984375,267.2513427734375,39.50643539428711,75.65416717529297
2024-08-27,227.5292205810547,321.73699951171875,173.1199951171875,252.92901611328125,173.0500030517578,346.9147033691406,263.0718688964844,49.653282165527344,143.87034606933594,90.49899291992188,499.31488037109375,366.6571350097656,204.0084686279297,195.87109375,160.36923217773438,216.3817138671875,69.96231079101562,284.5992736816406,130.06329345703125,113.82341766357422,412.18682861328125,84.05464172363281,128.26840209960938,166.2049102783203,358.53387451171875,220.83450317382812,580.5573120117188,269.75238037109375,39.468345642089844,75.75366973876953
2024-08-28,225.99261474609375,324.25634765625,170.8000030517578,254.97203063964844,170.7100067138672,344.0296936035156,257.79449462890625,48.811195373535156,142.9402618408203,89.09521484375,495.4464111328125,366.1756896972656,202.90980529785156,195.60499572753906,161.32386779785156,217.47256469726562,70.20693969726562,282.0543212890625,130.2711639404297,114.70274353027344,408.9597473144531,81.5908432006836,125.57905578613281,166.01834106445312,360.2469787597656,221.5849609375,581.7335205078125,268.22784423828125,39.50643539428711,75.70392608642578
2024-08-29,229.28536987304688,325.7522277832031,172.1199951171875,257.69940185546875,172.25999450683594,347.4284973144531,255.91259765625,49.33994674682617,144.33050537109375,89.4137954711914,502.11041259765625,362.8346252441406,205.39419555664062,196.0386505126953,161.6289520263672,218.37672424316406,70.50049591064453,282.8502197265625,131.5579376220703,114.76136016845703,411.4696960449219,82.05403900146484,117.56102752685547,166.9708709716797,359.16131591796875,223.49075317382812,584.728515625,273.33953857421875,39.27790832519531,76.042236328125
2024-08-30,228.49710083007812,328.52740478515625,178.5,256.5191650390625,173.74000549316406,351.8350524902344,251.82012939453125,49.486820220947266,144.84939575195312,89.98128509521484,505.2294006347656,364.2580261230469,205.7901153564453,199.22219848632812,163.23313903808594,220.9220428466797,70.91145324707031,283.6363220214844,133.31982421875,115.7286148071289,415.4736328125,82.11316680908203,119.34059143066406,168.45370483398438,367.8861083984375,225.2089385986328,583.3743286132812,275.3821716308594,39.782569885253906,76.84823608398438
2024-09-03,222.28077697753906,325.2601623535156,176.25,252.21495056152344,161.02000427246094,336.1650085449219,247.00079345703125,49.016822814941406,141.62835693359375,88.73680114746094,482.6636657714844,360.5412902832031,202.77120971679688,198.38442993164062,164.51255798339844,216.49964904785156,71.4398422241211,282.1834716796875,129.51889038085938,113.9015884399414,407.80438232421875,80.4996109008789,107.973388671875,171.38009643554688,362.2886962890625,225.0114288330078,591.7562255859375,277.5444641113281,40.87759017944336,76.78853607177734
2024-09-04,220.36500549316406,325.3880920410156,173.3300018310547,249.66612243652344,163.22000122070312,332.7168273925781,246.62240600585938,48.66432571411133,139.09263610839844,88.85626983642578,485.8123779296875,360.4721374511719,203.44427490234375,201.1737060546875,164.70938110351562,215.54638671875,70.99951171875,284.66412353515625,130.8056640625,113.13949584960938,407.26654052734375,80.20263671875,106.18383026123047,172.7352752685547,361.2429504394531,228.51690673828125,597.1926879882812,279.4874572753906,39.496910095214844,76.8581771850586
2024-09-05,221.89163208007812,319.2077941894531,177.88999938964844,249.76528930664062,162.14999389648438,329.5650329589844,245.06907653808594,48.106204986572266,137.97650146484375,88.25891876220703,483.07952880859375,357.6846008300781,200.91038513183594,199.67556762695312,162.37692260742188,213.875732421875,69.63941192626953,284.6048583984375,130.06329345703125,115.86539459228516,406.75860595703125,80.01455688476562,107.18358612060547,172.31300354003906,358.6334533691406,228.94151306152344,588.6031494140625,277.6241455078125,39.33504104614258,76.5795669555664
2024-09-06,220.3350830078125,315.4681701660156,171.38999938964844,242.04937744140625,157.6199951171875,325.4153137207031,242.9282684326172,47.48933410644531,135.65618896484375,87.55205535888672,474.890869140625,355.9052734375,196.10984802246094,197.85218811035156,161.77658081054688,208.79489135742188,69.61006164550781,286.1268615722656,127.29178619384766,115.13262939453125,400.0953369140625,79.81656646728516,102.8046646118164,172.43084716796875,359.38043212890625,231.51876831054688,589.9771118164062,278.3714599609375,39.18268585205078,76.26115417480469
2024-09-09,220.42486572265625,320.7430725097656,175.39999389648438,248.85287475585938,162.91000366210938,330.0392761230469,244.7106170654297,47.68516540527344,137.35972595214844,87.95027923583984,483.7627258300781,361.31231689453125,199.10894775390625,200.60206604003906,163.9712677001953,213.06985473632812,70.30479431152344,287.88604736328125,127.15320587158203,112.75846099853516,404.0992431640625,78.68807220458984,106.44377136230469,172.8923797607422,362.4381103515625,238.0754852294922,587.2291870117188,284.58917236328125,40.68715286254883,76.95769500732422
2024-09-10,219.6266326904297,323.7052307128906,179.5500030517578,243.39817810058594,160.07000732421875,330.1578063964844,245.10891723632812,47.77328872680664,135.33309936523438,88.01002502441406,462.53369140625,366.60076904296875,198.90109252929688,202.36630249023438,164.7290802001953,202.01393127441406,70.01123809814453,287.86627197265625,128.76661682128906,112.6802978515625,412.5453796386719,77.30219268798828,108.0733642578125,174.5912628173828,370.356201171875,236.88534545898438,592.1022338867188,284.3200988769531,41.563167572021484,78.42042541503906
2024-09-11,222.1710205078125,324.7385559082031,184.52000427246094,252.0860137939453,161.3300018310547,330.9877624511719,248.50436401367188,48.08661651611328,134.99044799804688,87.93037414550781,466.5339660644531,366.2251281738281,201.95957946777344,206.8705596923828,162.20960998535156,203.65512084960938,69.55136108398438,286.8384704589844,128.90518188476562,112.07453918457031,421.3500671386719,77.60906982421875,116.88119506835938,170.79087829589844,370.107177734375,229.39744567871094,582.9295043945312,282.9450378417969,41.705997467041016,78.45027160644531
2024-09-12,222.28077697753906,324.8172912597656,187.0,253.0480194091797,162.77000427246094,335.5129089355469,252.28811645507812,48.576202392578125,136.29257202148438,88.90605163574219,469.3954772949219,370.1197814941406,202.58316040039062,208.56582641601562,162.03245544433594,203.03599548339844,69.69813537597656,288.9336853027344,130.68687438964844,112.60213470458984,425.29425048828125,77.60906982421875,119.12083435058594,170.34898376464844,372.4676513671875,232.184326171875,581.614990234375,284.35003662109375,41.763126373291016,79.26622772216797
2024-09-13,222.01138305664062,327.1693115234375,186.49000549316406,256.86627197265625,156.77000427246094,341.17431640625,253.48301696777344,48.76224136352539,137.66322326660156,90.15054321289062,474.2769775390625,375.6157531738281,202.06845092773438,211.70005798339844,162.89852905273438,200.7953338623047,70.3532943725586,293.0648193359375,131.82518005371094,113.19812774658203,428.869873046875,78.2129135131836,119.0808334350586,170.94802856445312,373.89190673828125,235.8737335205078,587.4466552734375,286.3229675292969,42.305877685546875,80.20156860351562
2024-09-16,215.84495544433594,329.9346923828125,184.88999938964844,258.9390869140625,155.5500030517578,343.7925109863281,255.81301879882812,49.966609954833984,139.11221313476562,91.4448013305664,480.38629150390625,377.612548828125,202.59304809570312,214.03598022460938,164.34524536132812,204.27426147460938,71.03307342529297,293.2229309082031,133.2406463623047,116.02094268798828,429.61688232421875,78.99494934082031,116.7612075805664,174.05116271972656,377.5372009277344,240.2672882080078,584.3914794921875,289.4417724609375,42.848628997802734,80.16177368164062
2024-09-17,216.31390380859375,327.51373291015625,186.8800048828125,263.21356201171875,156.38999938964844,349.4539489746094,254.100341796875,49.555362701416016,140.404541015625,92.45034790039062,480.614013671875,378.828369140625,202.1575469970703,211.04957580566406,164.4239959716797,205.64027404785156,70.73751831054688,290.3172912597656,132.2112274169922,116.34552001953125,433.41168212890625,79.82647705078125,115.57140350341797,172.71563720703125,376.4814758300781,239.55320739746094,573.3016357421875,290.51788330078125,41.97261047363281,78.21145629882812
2024-09-18,220.20535278320312,327.6318664550781,186.42999267578125,260.0201416015625,155.11000061035156,350.8667907714844,251.7467498779297,49.51619338989258,140.94302368164062,93.16717529296875,479.81195068359375,379.5894775390625,199.5840606689453,211.84791564941406,163.5185546875,203.94993591308594,70.6882553100586,288.6174011230469,132.00335693359375,116.68976593017578,429.0890197753906,80.08384704589844,113.35176086425781,170.79087829589844,373.8022766113281,237.77793884277344,575.969970703125,287.4489440917969,41.78217315673828,78.63933563232422
2024-09-19,228.3673858642578,330.6137390136719,189.8699951171875,266.5360107421875,154.58999633789062,368.8389587402344,265.27001953125,50.368064880371094,141.95143127441406,93.0377426147461,498.87255859375,385.84661865234375,201.623046875,210.81301879882812,162.20960998535156,206.84906005859375,69.5749740600586,290.4161376953125,132.4784698486328,115.30294799804688,436.9375305175781,80.16304779052734,117.85104370117188,168.45370483398438,378.22442626953125,235.62579345703125,572.4187622070312,284.2204895019531,41.83930206298828,77.65422821044922
2024-09-20,227.6988525390625,332.0210266113281,191.60000610351562,266.77398681640625,153.2899932861328,364.4027404785156,266.07781982421875,50.887020111083984,142.62696838378906,93.33641815185547,493.52569580078125,385.3721618652344,201.27662658691406,214.56820678710938,161.56007385253906,207.4485321044922,70.57987976074219,293.3612976074219,133.39901733398438,115.24392700195312,433.53118896484375,85.64714813232422,115.98133850097656,171.0854949951172,376.9993896484375,236.56796264648438,570.365478515625,283.7521667480469,42.21065902709961,78.66918182373047
2024-09-23,225.97265625,330.27911376953125,193.8800048828125,265.097900390625,156.3000030517578,366.7245788574219,263.4948425292969,51.10243606567383,144.44798278808594,92.55986022949219,492.5157470703125,387.4479675292969,201.69235229492188,217.3279266357422,160.63494873046875,207.79251098632812,70.66854858398438,295.56524658203125,134.26016235351562,113.72924041748047,431.77825927734375,85.33038330078125,116.24130249023438,170.6436004638672,380.3359069824219,237.3812255859375,568.7882690429688,287.5983581542969,42.14400100708008,79.93290710449219
2024-09-24,226.8706817626953,325.66363525390625,193.9600067138672,264.0169372558594,155.80999755859375,381.30780029296875,269.7080078125,51.425559997558594,144.35987854003906,93.27668762207031,493.1197204589844,396.0478210449219,203.1770477294922,217.79116821289062,160.20191955566406,207.93991088867188,70.27446746826172,296.7611083984375,135.8240966796875,113.07025909423828,427.45556640625,86.57766723632812,120.85055541992188,170.1231231689453,380.02716064453125,236.02249145507812,570.553955078125,271.8050231933594,42.524879455566406,80.27122497558594
2024-09-25,225.8728790283203,307.8904724121094,192.52999877929688,263.9772644042969,152.22000122070312,373.7197570800781,273.3481140136719,51.5528564453125,140.9528045654297,93.50566864013672,486.3074645996094,392.36077880859375,204.67164611816406,218.04742431640625,158.05645751953125,206.56407165527344,70.39268493652344,296.9587707519531,135.2104034423828,112.84403991699219,430.3838195800781,87.11222076416016,123.4901351928711,169.16073608398438,379.648681640625,234.37615966796875,571.6649169921875,268.6662902832031,42.42013931274414,80.99761962890625
2024-09-26,227.02035522460938,314.0314025878906,191.16000366210938,265.94091796875,154.5800018310547,386.2775573730469,275.01361083984375,51.74868392944336,139.01431274414062,94.78002166748047,492.03057861328125,392.1334228515625,204.91908264160156,220.2157745361328,158.8339385986328,206.1611328125,70.34342956542969,300.1015930175781,138.02149963378906,111.23100280761719,429.5870056152344,88.48820495605469,124.02005004882812,170.0936737060547,382.38763427734375,234.10836791992188,570.177001953125,270.71893310546875,42.48678970336914,79.52493286132812
2024-09-27,227.2897491455078,317.544677734375,187.97000122070312,268.8269348144531,156.32000732421875,386.3961181640625,275.8912353515625,51.91514205932617,142.4409637451172,95.5864486694336,493.60491943359375,394.9308166503906,205.5129852294922,217.6630401611328,158.84376525878906,206.86871337890625,70.7276611328125,300.1411437988281,135.9032745361328,111.82113647460938,426.3101501464844,88.5376968383789,121.38047790527344,170.42755126953125,381.1925048828125,234.16787719726562,577.1602172851562,274.1864929199219,42.7438850402832,79.38562774658203
2024-09-30,232.4883270263672,317.0919494628906,186.3300018310547,268.9657897949219,152.0399932861328,386.4356384277344,272.9691467285156,52.1109733581543,144.18365478515625,95.76565551757812,490.2383728027344,400.53558349609375,204.6023712158203,217.8995819091797,159.49331665039062,207.2224884033203,70.796630859375,300.9515686035156,135.3093719482422,111.69327545166016,428.5810241699219,87.50819396972656,121.42046356201172,170.08384704589844,380.1367492675781,232.19424438476562,579.9674682617188,273.9672546386719,42.76292419433594,80.35083770751953
2024-10-01,225.71324157714844,315.2320251464844,185.1300048828125,266.38720703125,154.22000122070312,387.6904296875,270.1368103027344,51.6409797668457,146.56272888183594,93.63510131835938,485.3470153808594,404.3412170410156,203.96888732910156,216.19448852539062,159.4244384765625,203.46839904785156,70.64884948730469,299.439453125,135.66571044921875,112.85387420654297,419.0094299316406,88.23081970214844,116.9811782836914,169.92672729492188,379.05108642578125,233.18601989746094,578.5985717773438,276.6078186035156,43.048583984375,80.8682632446289
2024-10-02,226.281982421875,314.6513671875,184.75999450683594,268.6881103515625,152.88999938964844,389.33050537109375,278.7235412597656,51.917236328125,147.78651428222656,93.73465728759766,487.1490478515625,406.52581787109375,201.80120849609375,216.56900024414062,158.61741638183594,203.71408081054688,69.9592056274414,300.2103271484375,134.0522918701172,110.23760223388672,415.46368408203125,82.26165008544922,118.83087921142578,168.82688903808594,376.6408386230469,233.1265106201172,587.5359497070312,276.00994873046875,42.89623260498047,80.03241729736328
2024-10-03,225.17440795898438,312.4371337890625,181.9600067138672,266.3772888183594,150.52000427246094,386.4059753417969,280.149658203125,51.729774475097656,148.0802459716797,93.21694946289062,481.3170471191406,406.84210205078125,200.81141662597656,219.51600646972656,157.95803833007812,201.68960571289062,69.47644805908203,299.9039611816406,133.40890502929688,108.36883544921875,414.87603759765625,81.27174377441406,122.83023834228516,167.0592498779297,371.60113525390625,231.38099670410156,587.972412109375,275.87042236328125,42.39157485961914,80.03241729736328
2024-10-04,226.30194091796875,314.5824890136719,186.50999450683594,274.41168212890625,155.0,392.3341064453125,286.9711608886719,52.045501708984375,147.5809326171875,94.7302474975586,490.28790283203125,403.6591796875,201.7022247314453,222.74880981445312,157.7513427734375,208.84832763671875,69.13162994384766,300.2103271484375,133.89393615722656,107.965576171875,414.39794921875,81.42023468017578,124.89990234375,165.84156799316406,369.8083801269531,234.26705932617188,586.4349365234375,276.93658447265625,42.06782913208008,80.5398941040039
2024-10-07,221.20315551757812,312.4075927734375,180.8000030517578,272.2440185546875,155.91000366210938,393.4802551269531,283.7997741699219,51.8087043762207,147.9529571533203,91.982421875,489.7532043457031,403.3626403808594,201.25682067871094,223.85269165039062,157.00338745117188,208.5615692138672,67.98880004882812,297.3343505859375,133.47821044921875,106.80496215820312,407.9040222167969,80.01455688476562,127.69945526123047,164.11322021484375,366.3025207519531,224.1112823486328,578.8565063476562,272.8114013671875,41.744083404541016,78.70899200439453
2024-10-08,225.27420043945312,312.6339111328125,182.72000122070312,267.59039306640625,154.64999389648438,383.3134765625,290.78082275390625,52.0257682800293,145.63262939453125,92.10189056396484,491.68402099609375,409.41217041015625,204.889404296875,225.33111572265625,157.16085815429688,208.3835906982422,68.15628814697266,298.3720397949219,133.31982421875,106.73612213134766,413.0533447265625,79.95515441894531,132.86862182617188,165.13453674316406,371.8999328613281,228.44532775878906,576.8924560546875,273.97723388671875,41.90595245361328,79.31597900390625
2024-10-09,229.03591918945312,317.2887878417969,185.1699981689453,269.88739013671875,149.3699951171875,391.44488525390625,287.14068603515625,52.84468460083008,146.51377868652344,93.18708038330078,500.20928955078125,411.28045654296875,211.52108764648438,230.9293975830078,158.10565185546875,211.02362060546875,68.54051208496094,300.27947998046875,133.63656616210938,108.45735168457031,415.7923278808594,81.61820983886719,132.62864685058594,166.2245635986328,377.4375915527344,229.5660400390625,586.4547119140625,275.940185546875,42.00117874145508,80.0025634765625
2024-10-10,228.53701782226562,315.9110412597656,186.64999389648438,268.9427490234375,146.6199951171875,391.8895568847656,289.38458251953125,52.824951171875,147.46343994140625,92.57977294921875,498.763671875,405.2407531738281,211.42210388183594,229.66781616210938,157.96786499023438,210.45013427734375,68.22525024414062,300.487060546875,132.10235595703125,107.60165405273438,414.1788024902344,81.27174377441406,134.78829956054688,165.91030883789062,374.9377136230469,231.28179931640625,592.882568359375,276.478271484375,41.53505325317383,79.21647644042969
2024-10-11,227.05029296875,323.13446044921875,188.82000732421875,274.6006164550781,151.02000427246094,397.205078125,287.3202209472656,53.52546691894531,148.24667358398438,93.7147445678711,511.2198486328125,407.1584167480469,213.78773498535156,229.90435791015625,158.90283203125,219.79400634765625,68.54051208496094,301.4753723144531,133.37921142578125,107.92623901367188,414.65692138671875,81.32123565673828,134.7783203125,168.0117950439453,377.46746826171875,234.63401794433594,593.2296752929688,276.846923828125,41.583404541015625,79.70404815673828
2024-10-14,230.79205322265625,319.46368408203125,187.5399932861328,274.9585876464844,148.99000549316406,389.23175048828125,290.8506164550781,53.54520034790039,148.59913635253906,94.55104064941406,517.6064453125,410.637939453125,215.38133239746094,231.87557983398438,159.04061889648438,218.99310302734375,69.29911804199219,306.2192687988281,134.37893676757812,107.88689422607422,417.46563720703125,80.77678680419922,138.0478057861328,169.40625,382.6167297363281,238.14488220214844,600.5205078125,279.6767883300781,41.767147064208984,79.89311218261719
2024-10-15,233.33645629882812,319.9262390136719,187.69000244140625,275.7441101074219,152.35000610351562,383.3431091308594,287.56951904296875,53.35773849487305,144.63400268554688,93.8043441772461,517.2400512695312,410.79608154296875,215.0546875,229.6086883544922,161.5010223388672,219.8928985595703,69.29911804199219,309.6783447265625,134.3492431640625,109.69664001464844,417.0672302246094,81.29154205322266,131.57884216308594,170.44720458984375,386.98907470703125,238.8986358642578,551.8062744140625,278.2917785644531,42.29903030395508,81.24638366699219
2024-10-16,231.27099609375,316.52117919921875,186.88999938964844,280.08941650390625,154.89999389648438,388.90570068359375,290.0727233886719,55.62702178955078,145.613037109375,96.32318878173828,524.6464233398438,413.79119873046875,216.7274627685547,230.3084716796875,161.67816162109375,221.12887573242188,69.52571105957031,309.2632751464844,134.96295166015625,108.60488891601562,414.45770263671875,83.09318542480469,135.6981658935547,169.2786102294922,387.82574462890625,240.9516143798828,566.7349853515625,286.4923095703125,42.46342849731445,80.81851196289062
2024-10-17,231.6401824951172,316.2259521484375,187.52999877929688,284.1662902832031,155.30999755859375,389.7652587890625,290.322021484375,55.64675521850586,148.03128051757812,96.1141128540039,523.794921875,410.81585693359375,217.31143188476562,229.5298309326172,161.8651580810547,221.90011596679688,68.86563110351562,311.0224914550781,134.29974365234375,107.9458999633789,415.0553283691406,82.55862426757812,136.90797424316406,169.18040466308594,387.5169677734375,262.6417236328125,561.4677734375,289.35211181640625,42.40540313720703,80.49014282226562
2024-10-18,234.48391723632812,316.55072021484375,188.99000549316406,275.22705078125,155.0,389.1427917480469,292.1470947265625,56.0019416809082,147.59072875976562,96.85084533691406,523.2998046875,410.2227478027344,219.7562713623047,228.85960388183594,162.50485229492188,222.83944702148438,69.39764404296875,312.8607482910156,133.76524353027344,106.91316223144531,416.4895324707031,82.0834732055664,137.97779846191406,169.18731689453125,386.7998352050781,263.2665710449219,565.0189208984375,289.5812683105469,42.540794372558594,80.90806579589844
